scenario,permutation_id,null_effect_units,observed_effect_units,standard_error_units,practical_threshold_units,as_or_more_extreme,simulated_two_sided_p_value,practically_meaningful
Uncertain small effect,725,0.6948,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,726,0.3837,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,727,0.4906,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,728,0.101,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,729,0.3275,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,730,0.6203,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,731,1.2647,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,732,0.4826,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,733,-0.3538,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,734,-0.5865,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,735,0.4544,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,736,0.162,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,737,-0.6935,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,738,-0.2753,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,739,0.157,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,740,0.6035,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,741,-0.0841,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,742,1.0313,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,743,-1.7126,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,744,0.6124,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,745,0.3066,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,746,0.8446,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,747,0.0023,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,748,-1.3295,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,749,-0.3655,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,750,-1.7858,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,751,-0.9326,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,752,-0.565,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,753,0.0099,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,754,0.3047,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,755,-0.0343,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,756,-1.5416,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,757,-0.9987,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,758,2.0881,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,759,-0.806,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,760,0.3952,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,761,0.9662,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,762,-0.004,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,763,0.2673,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,764,1.2319,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,765,0.6293,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,766,-0.1376,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,767,0.8311,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,768,-0.7254,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,769,1.0032,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,770,-0.0341,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,771,0.7148,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,772,0.3795,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,773,0.3058,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,774,-0.3646,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,775,0.4473,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,776,-2.6135,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,777,0.1804,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,778,-0.2319,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,779,-0.6158,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,780,0.4101,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,781,0.5377,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,782,-0.2013,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,783,-0.1663,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,784,0.4712,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,785,-0.2612,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,786,0.2945,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,787,1.6356,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,788,-0.5376,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,789,-0.2685,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,790,-0.5883,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,791,-0.3313,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,792,1.2362,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,793,1.202,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,794,0.4842,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,795,1.1604,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,796,-0.1669,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,797,1.1781,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,798,0.4845,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,799,0.6677,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,800,-1.3416,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,801,-0.5472,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,802,-1.0284,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,803,-0.1901,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,804,-1.4099,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,805,0.4754,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,806,0.4454,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,807,-0.286,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,808,-1.6729,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,809,0.4647,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,810,1.518,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,811,0.1147,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,812,0.3652,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,813,-0.6725,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,814,0.726,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,815,-0.3855,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,816,0.8018,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,817,0.4953,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,818,1.7034,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,819,1.4721,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,820,-1.0445,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,821,-1.0946,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,822,-0.1515,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,823,-0.8097,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,824,0.8173,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,825,-0.9785,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,826,0.842,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,827,0.1464,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,828,0.5027,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,829,-0.2107,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,830,-1.0206,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,831,-0.6097,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,832,0.6106,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,833,1.3693,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,834,0.6009,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,835,-0.0067,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,836,-0.1668,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,837,1.6955,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,838,-0.0338,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,839,-0.0607,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,840,0.6186,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,841,-0.7568,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,842,-0.774,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,843,0.6243,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,844,-0.2278,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,845,0.6906,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,846,-0.6337,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,847,0.733,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,848,0.2179,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,849,0.7211,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,850,-0.1992,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,851,1.9413,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,852,-1.3672,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,853,-1.073,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,854,1.2447,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,855,1.2162,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,856,1.1824,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,857,1.617,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,858,0.1356,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,859,-0.0514,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,860,1.152,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,861,1.3527,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,862,-0.5516,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,863,-1.3814,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,864,0.5851,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,865,-1.0687,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,866,2.0838,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,867,1.1212,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,868,1.4383,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,869,-1.9273,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,870,0.9435,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,871,-0.133,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,872,-1.6257,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,873,-1.4263,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,874,1.9098,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,875,-1.8898,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,876,-0.3621,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,877,-1.0668,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,878,-0.1742,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,879,0.7394,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,880,0.2998,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,881,-0.8345,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,882,1.5815,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,883,0.5593,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,884,2.7737,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,885,-0.8107,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,886,-0.652,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,887,-0.9112,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,888,0.3536,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,889,-1.1894,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,890,1.3016,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,891,0.96,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,892,-2.8188,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,893,-0.0066,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,894,1.7883,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,895,0.4997,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,896,-0.5784,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,897,-1.0086,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,898,-0.081,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,899,-1.1564,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,900,-0.9946,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,901,0.7219,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,902,0.5885,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,903,-0.2199,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,904,-0.4448,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,905,-0.0006,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,906,1.2873,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,907,-0.1373,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,908,-0.347,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,909,-1.9026,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,910,1.0631,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,911,-0.0817,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,912,0.2862,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,913,-1.0825,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,914,0.2419,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,915,-0.0502,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,916,-2.0829,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,917,-0.5055,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,918,0.8752,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,919,1.4033,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,920,0.5353,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,921,0.3856,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,922,-0.574,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,923,0.1823,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,924,-1.4829,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,925,1.2914,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,926,-0.7982,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,927,-0.6864,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,928,-0.4938,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,929,1.0693,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,930,-1.4728,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,931,-0.7252,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,932,2.6418,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,933,0.2634,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,934,0.1444,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,935,0.7207,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,936,-0.0393,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,937,-0.9727,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,938,-1.1011,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,939,1.0517,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,940,0.7294,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,941,0.4339,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,942,-2.1831,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,943,0.1064,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,944,1.5993,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,945,0.5624,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,946,-0.9865,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,947,0.3857,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,948,-0.6752,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,949,-0.0594,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,950,-1.4919,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,951,1.1539,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,952,0.8951,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,953,0.3712,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,954,-2.4448,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,955,-1.0351,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,956,-0.5402,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,957,-0.2106,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,958,-1.1992,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,959,1.5224,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,960,0.9316,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,961,2.7148,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,962,-1.6271,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,963,1.0825,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,964,-0.3753,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,965,-0.8907,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,966,2.031,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,967,-1.1948,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,968,-0.8193,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,969,-0.7859,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,970,-1.0433,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,971,-1.0596,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,972,0.4407,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,973,-0.721,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,974,-0.818,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,975,1.6791,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,976,0.126,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,977,-0.0563,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,978,-0.01,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,979,-0.3906,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,980,-1.7324,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,981,0.6114,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,982,0.8938,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,983,0.6797,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,984,-1.7469,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,985,-0.4311,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,986,0.3303,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,987,-0.7826,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,988,1.7251,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,989,-0.6034,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,990,2.4038,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,991,1.1943,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,992,0.1431,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,993,0.6337,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,994,1.3359,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,995,0.7901,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,996,-0.801,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,997,1.0842,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,998,-0.8161,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,999,-0.3503,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1000,-1.5432,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1001,1.2377,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1002,-0.1311,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1003,0.8141,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1004,-1.0972,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1005,-1.0441,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1006,-0.4556,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1007,0.6316,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1008,1.5397,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1009,-0.9083,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1010,-1.1577,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1011,-0.1786,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1012,-0.7026,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1013,-0.0423,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1014,-0.905,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1015,-0.9311,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1016,0.5487,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1017,-0.1764,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1018,1.0748,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1019,2.4346,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1020,1.2636,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1021,0.6088,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1022,1.3466,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1023,-0.1045,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1024,0.1298,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1025,0.5636,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1026,-1.5082,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1027,-0.435,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1028,-1.3365,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1029,-0.2957,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1030,-1.5192,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1031,-0.7264,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1032,0.7284,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1033,0.2234,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1034,-0.516,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1035,1.2176,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1036,0.1498,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1037,-0.6005,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1038,-0.5614,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1039,0.1183,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1040,-1.7596,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1041,0.0768,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1042,-1.7611,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1043,-0.5109,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1044,2.4456,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1045,0.2775,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1046,0.0647,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1047,1.5527,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1048,-0.6744,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1049,0.1395,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1050,-0.0321,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1051,-0.9166,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1052,-0.8345,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1053,-0.6821,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1054,0.4045,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1055,0.7043,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1056,-0.4151,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1057,-0.2659,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1058,0.2017,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1059,-2.2331,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1060,-0.9221,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1061,1.8606,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1062,-1.3515,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1063,2.4626,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1064,-1.3914,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1065,-1.1807,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1066,1.4344,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1067,-1.5714,0.8,1.0,2.0,Yes,0.428286,No
Uncertain small effect,1068,-0.0183,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1069,0.1856,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1070,-0.1073,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1071,0.0939,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1072,-0.185,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1073,0.5189,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1074,-0.4723,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1075,-0.717,0.8,1.0,2.0,No,0.428286,No
Uncertain small effect,1076,0.816,0.8,1.0,2.0,Yes,0.428286,No
